user_id,sleep_date,sleep_start_timestamp,sleep_end_timestamp,true_bedtime,true_waketime,bedtime_hour,waketime_hour,total_minutes_asleep,total_time_in_bed,total_sleep_records,minutes_stage1,minutes_stage2,minutes_stage3,percent_stage1,percent_stage2,percent_stage3,sleep_efficiency,user_bedtime_mean_hour,bedtime_variability_hour,sleep_quality_score
4445114986,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:22:00,4/28/2016 4:05:00,4/28/2016 11:26:00,4,11,419,442,1,419,17,6,100,4.057279236,1.431980907,0.9479638009,2.133333333,1.866666667,0.3745062042
4445114986,4/29/2016,4/29/2016 0:00:00,4/29/2016 1:48:00,4/29/2016 2:55:30,4/29/2016 4:42:30,2,4,106,108,1,106,2,0,100,1.886792453,0,0.9814814815,2.133333333,-0.1333333333,0.3888888889
4445114986,4/30/2016,4/30/2016 0:00:00,4/30/2016 5:53:00,4/30/2016 2:11:00,4/30/2016 8:03:00,2,8,322,353,1,322,25,6,100,7.763975155,1.863354037,0.9121813031,2.133333333,-0.1333333333,0.354762198
4558609924,4/21/2016,4/21/2016 0:00:00,4/21/2016 2:17:00,4/21/2016 0:06:30,4/21/2016 2:22:30,0,2,126,137,1,126,6,5,100,4.761904762,3.968253968,0.9197080292,0,0,0.3676978334
4558609924,4/26/2016,4/26/2016 0:00:00,4/26/2016 2:01:00,4/26/2016 0:00:00,4/26/2016 0:41:00,0,0,103,121,1,35,5,2,33.98058252,4.854368932,1.941747573,0.8512396694,0,0,0.4505496269
4558609924,4/29/2016,4/29/2016 0:00:00,4/29/2016 2:59:00,4/29/2016 0:00:00,4/29/2016 1:42:00,0,1,171,179,1,102,1,0,59.64912281,0.5847953216,0,0.9553072626,0,0,0.4538861119
4702921684,4/13/2016,4/13/2016 0:00:00,4/13/2016 7:10:00,4/13/2016 2:32:00,4/13/2016 6:09:00,2,6,400,430,2,376,26,3,94,6.5,0.75,0.9302325581,0.1176470588,1.882352941,0.3731395349
4702921684,4/14/2016,4/14/2016 0:00:00,4/14/2016 6:55:00,4/14/2016 0:00:30,4/14/2016 6:09:30,0,6,384,415,1,365,31,0,95.05208333,8.072916667,0,0.9253012048,0.1176470588,-0.1176470588,0.3650765562
4702921684,4/15/2016,4/15/2016 0:00:00,4/15/2016 4:17:00,4/15/2016 0:00:30,4/15/2016 3:50:30,0,3,253,257,1,230,1,0,90.90909091,0.395256917,0,0.9844357977,0.1176470588,-0.1176470588,0.4088432968
4702921684,4/16/2016,4/16/2016 0:00:00,4/16/2016 6:46:00,4/16/2016 0:07:30,4/16/2016 4:38:30,0,4,382,406,2,498,22,2,130.3664921,5.759162304,0.5235602094,0.9408866995,0.1176470588,-0.1176470588,0.3058932762
4702921684,4/17/2016,4/17/2016 0:00:00,4/17/2016 10:12:00,4/17/2016 0:00:30,4/17/2016 8:15:30,0,8,591,612,1,592,28,3,100.1692047,4.737732657,0.5076142132,0.9656862745,0.1176470588,-0.1176470588,0.3811038121
4702921684,4/18/2016,4/18/2016 0:00:00,4/18/2016 5:12:00,4/18/2016 0:00:00,4/18/2016 3:04:00,0,3,293,312,1,288,19,0,98.29351536,6.484641638,0,0.9391025641,0.1176470588,-0.1176470588,0.3668745077
4702921684,4/19/2016,4/19/2016 0:00:00,4/19/2016 8:07:00,4/19/2016 0:00:00,4/19/2016 6:04:00,0,6,457,487,1,466,20,0,101.9693654,4.376367615,0,0.9383983573,0.1176470588,-0.1176470588,0.3591002835
4702921684,4/20/2016,4/20/2016 0:00:00,4/20/2016 7:48:00,4/20/2016 0:00:30,4/20/2016 5:46:30,0,5,454,468,1,416,15,0,91.62995595,3.303964758,0,0.9700854701,0.1176470588,-0.1176470588,0.3987913702
4702921684,4/21/2016,4/21/2016 0:00:00,4/21/2016 7:14:00,4/21/2016 0:00:00,4/21/2016 5:49:00,0,5,425,434,1,342,8,0,80.47058824,1.882352941,0,0.9792626728,0.1176470588,-0.1176470588,0.4266164272
4702921684,4/23/2016,4/23/2016 0:00:00,4/23/2016 7:55:00,4/23/2016 0:00:30,4/23/2016 7:27:30,0,7,465,475,1,477,10,0,102.5806452,2.150537634,0,0.9789473684,0.1176470588,-0.1176470588,0.3822071307
4702921684,4/24/2016,4/24/2016 0:00:00,4/24/2016 8:26:00,4/24/2016 0:00:00,4/24/2016 7:46:00,0,7,480,506,1,480,27,0,100,5.625,0,0.9486166008,0.1176470588,-0.1176470588,0.3691699605
4702921684,4/25/2016,4/25/2016 0:00:00,4/25/2016 6:20:00,4/25/2016 0:00:30,4/25/2016 5:39:30,0,5,370,380,1,407,11,1,110,2.972972973,0.2702702703,0.9736842105,0.1176470588,-0.1176470588,0.3652916074
4702921684,4/26/2016,4/26/2016 0:00:00,4/26/2016 7:09:00,4/26/2016 0:00:00,4/26/2016 5:49:00,0,5,421,429,1,436,13,1,103.5629454,3.087885986,0.2375296912,0.9813519814,0.1176470588,-0.1176470588,0.3826354168
4702921684,4/27/2016,4/27/2016 0:00:00,4/27/2016 7:29:00,4/27/2016 0:00:00,4/27/2016 5:48:00,0,5,432,449,1,446,6,0,103.2407407,1.388888889,0,0.9621380846,0.1176470588,-0.1176470588,0.3708013693
4702921684,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:41:00,4/28/2016 0:00:00,4/28/2016 5:57:00,0,5,442,461,1,426,20,1,96.3800905,4.524886878,0.2262443439,0.9587852495,0.1176470588,-0.1176470588,0.3834159461
4702921684,4/29/2016,4/29/2016 0:00:00,4/29/2016 7:27:00,4/29/2016 0:00:00,4/29/2016 5:57:00,0,5,433,447,1,438,12,0,101.1547344,2.771362587,0,0.9686800895,0.1176470588,-0.1176470588,0.3788985849
4702921684,4/30/2016,4/30/2016 0:00:00,4/30/2016 8:21:00,4/30/2016 0:00:00,4/30/2016 6:48:00,0,6,479,501,1,387,22,0,80.79331942,4.592901879,0,0.9560878244,0.1176470588,-0.1176470588,0.4120660558
5553957443,4/13/2016,4/13/2016 0:00:00,4/13/2016 8:08:00,4/13/2016 0:19:30,4/13/2016 7:22:30,0,7,455,488,2,529,33,5,116.2637363,7.252747253,1.098901099,0.9323770492,0.1111111111,-0.1111111111,0.3312943614
5553957443,4/14/2016,4/14/2016 0:00:00,4/14/2016 6:58:00,4/14/2016 0:00:30,4/14/2016 5:38:30,0,5,357,418,1,325,57,6,91.03641457,15.96638655,1.680672269,0.8540669856,0.1111111111,-0.1111111111,0.3370900513
5553957443,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:49:00,4/15/2016 0:00:30,4/15/2016 5:59:30,0,5,377,409,1,388,27,0,102.9177719,7.161803714,0,0.9217603912,0.1111111111,-0.1111111111,0.347220691
5553957443,4/16/2016,4/16/2016 0:00:00,4/16/2016 11:26:00,4/16/2016 0:00:00,4/16/2016 9:19:00,0,9,651,686,2,598,32,1,91.85867896,4.915514593,0.153609831,0.9489795918,0.1111111111,-0.1111111111,0.3862848365
5553957443,4/17/2016,4/17/2016 0:00:00,4/17/2016 6:42:00,4/17/2016 2:19:30,4/17/2016 9:00:30,2,9,350,402,1,398,52,1,113.7142857,14.85714286,0.2857142857,0.8706467662,0.1111111111,1.888888889,0.2961023454
5553957443,4/18/2016,4/18/2016 0:00:00,4/18/2016 9:01:00,4/18/2016 0:00:30,4/18/2016 6:40:30,0,6,520,541,2,585,25,2,112.5,4.807692308,0.3846153846,0.9611829945,0.1111111111,-0.1111111111,0.3532482582
5553957443,4/19/2016,4/19/2016 0:00:00,4/19/2016 6:50:00,4/19/2016 0:00:00,4/19/2016 4:49:00,0,4,357,410,1,292,38,8,81.79271709,10.6442577,2.240896359,0.8707317073,0.1111111111,-0.1111111111,0.3678171757
5553957443,4/20/2016,4/20/2016 0:00:00,4/20/2016 11:18:00,4/20/2016 0:00:00,4/20/2016 10:29:00,0,10,658,678,1,665,25,4,101.0638298,3.799392097,0.6079027356,0.9705014749,0.1111111111,-0.1111111111,0.3826048363
5553957443,4/21/2016,4/21/2016 0:00:00,4/21/2016 7:11:00,4/21/2016 0:00:30,4/21/2016 6:06:30,0,6,399,431,1,349,18,5,87.46867168,4.511278195,1.253132832,0.9257540603,0.1111111111,-0.1111111111,0.3855276242
5553957443,4/22/2016,4/22/2016 0:00:00,4/22/2016 5:53:00,4/22/2016 0:00:30,4/22/2016 5:47:30,0,5,322,353,1,317,30,1,98.44720497,9.316770186,0.3105590062,0.9121813031,0.1111111111,-0.1111111111,0.351656608
5553957443,4/23/2016,4/23/2016 0:00:00,4/23/2016 12:05:00,4/23/2016 0:39:30,4/23/2016 10:51:30,0,10,631,725,2,631,80,14,100,12.67828843,2.218700475,0.8703448276,0.1111111111,-0.1111111111,0.3310816985
5553957443,4/24/2016,4/24/2016 0:00:00,4/24/2016 10:40:00,4/24/2016 0:45:30,4/24/2016 10:12:30,0,10,553,640,2,661,85,8,119.5298373,15.37070524,1.446654611,0.8640625,0.1111111111,-0.1111111111,0.2851644439
5553957443,4/25/2016,4/25/2016 0:00:00,4/25/2016 7:48:00,4/25/2016 0:00:30,4/25/2016 5:53:30,0,5,433,468,1,415,27,3,95.84295612,6.23556582,0.6928406467,0.9252136752,0.1111111111,-0.1111111111,0.3662136555
5553957443,4/26/2016,4/26/2016 0:00:00,4/26/2016 7:33:00,4/26/2016 0:00:00,4/26/2016 6:01:00,0,6,412,453,1,353,41,0,85.67961165,9.951456311,0,0.9094922737,0.1111111111,-0.1111111111,0.3743361409
5553957443,4/27/2016,4/27/2016 0:00:00,4/27/2016 6:31:00,4/27/2016 0:00:30,4/27/2016 5:58:30,0,5,347,391,1,410,44,2,118.1556196,12.68011527,0.5763688761,0.8874680307,0.1111111111,-0.1111111111,0.2984750547
5553957443,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:37:00,4/28/2016 0:00:30,4/28/2016 5:59:30,0,5,421,457,1,446,39,0,105.9382423,9.263657957,0,0.9212253829,0.1111111111,-0.1111111111,0.3408587452
5553957443,4/29/2016,4/29/2016 0:00:00,4/29/2016 8:15:00,4/29/2016 0:00:30,4/29/2016 6:09:30,0,6,450,495,1,356,33,10,79.11111111,7.333333333,2.222222222,0.9090909091,0.1111111111,-0.1111111111,0.3961212121
5553957443,4/30/2016,4/30/2016 0:00:00,4/30/2016 14:03:00,4/30/2016 0:00:00,4/30/2016 11:34:00,0,11,775,843,2,778,62,10,100.3870968,8,1.290322581,0.9193357058,0.1111111111,-0.1111111111,0.3559885203
5577150313,4/13/2016,4/13/2016 0:00:00,4/13/2016 7:38:00,4/13/2016 0:00:00,4/13/2016 5:46:00,0,5,432,458,1,467,22,5,108.1018519,5.092592593,1.157407407,0.943231441,0,0,0.3543647906
5577150313,4/14/2016,4/14/2016 0:00:00,4/14/2016 8:17:00,4/14/2016 0:00:00,4/14/2016 5:49:00,0,5,477,497,1,435,16,3,91.19496855,3.354297694,0.6289308176,0.9597585513,0,0,0.3959809169
5577150313,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:53:00,4/15/2016 0:00:30,4/15/2016 5:08:30,0,5,392,413,1,355,18,3,90.56122449,4.591836735,0.7653061224,0.9491525424,0,0,0.3914303009
5577150313,4/16/2016,4/16/2016 0:00:00,4/16/2016 7:25:00,4/16/2016 0:00:00,4/16/2016 6:17:00,0,6,406,445,1,521,29,20,128.3251232,7.142857143,4.926108374,0.9123595506,0,0,0.3104699175
5577150313,4/17/2016,4/17/2016 0:00:00,4/17/2016 9:43:00,4/17/2016 0:00:00,4/17/2016 6:30:00,0,6,549,583,1,481,31,7,87.61384335,5.646630237,1.275045537,0.9416809605,0,0,0.3948810718
5577150313,4/18/2016,4/18/2016 0:00:00,4/18/2016 9:13:00,4/18/2016 0:00:00,4/18/2016 7:04:00,0,7,527,553,1,529,12,0,100.3795066,2.277039848,0,0.9529837251,0,0,0.3710312218
5577150313,4/19/2016,4/19/2016 0:00:00,4/19/2016 7:45:00,4/19/2016 0:00:00,4/19/2016 5:48:00,0,5,449,465,1,439,24,2,97.77282851,5.345211581,0.4454342984,0.9655913978,0,0,0.3855909189
5577150313,4/20/2016,4/20/2016 0:00:00,4/20/2016 8:00:00,4/20/2016 0:00:00,4/20/2016 6:03:00,0,6,447,480,1,421,27,3,94.18344519,6.040268456,0.6711409396,0.93125,0,0,0.3730676734
5577150313,4/21/2016,4/21/2016 0:00:00,4/21/2016 7:17:00,4/21/2016 0:00:30,4/21/2016 5:49:30,0,5,414,437,1,385,22,3,92.99516908,5.314009662,0.7246376812,0.9473684211,0,0,0.3853292652
5577150313,4/22/2016,4/22/2016 0:00:00,4/22/2016 6:06:00,4/22/2016 0:00:30,4/22/2016 5:05:30,0,5,338,366,1,308,8,9,91.12426036,2.366863905,2.662721893,0.9234972678,0,0,0.3825007275
5577150313,4/23/2016,4/23/2016 0:00:00,4/23/2016 6:42:00,4/23/2016 0:00:30,4/23/2016 6:22:30,0,6,384,402,1,501,39,2,130.46875,10.15625,0.5208333333,0.9552238806,0,0,0.3142801617
5577150313,4/24/2016,4/24/2016 0:00:00,4/24/2016 10:15:00,4/24/2016 0:00:30,4/24/2016 7:35:30,0,7,543,615,1,530,51,17,97.60589319,9.392265193,3.130755064,0.8829268293,0,0,0.3470673314
5577150313,4/25/2016,4/25/2016 0:00:00,4/25/2016 7:41:00,4/25/2016 0:00:30,4/25/2016 5:18:30,0,5,421,461,1,362,20,2,85.98574822,4.750593824,0.4750593824,0.9132321041,0,0,0.3778680036
5577150313,4/26/2016,4/26/2016 0:00:00,4/26/2016 6:17:00,4/26/2016 0:00:30,4/26/2016 5:11:30,0,5,354,377,1,400,27,3,112.9943503,7.627118644,0.8474576271,0.9389920424,0,0,0.3407963554
5577150313,4/27/2016,4/27/2016 0:00:00,4/27/2016 7:32:00,4/27/2016 0:00:00,4/27/2016 5:33:00,0,5,424,452,1,375,23,0,88.44339623,5.424528302,0,0.9380530973,0,0,0.385945066
5577150313,4/28/2016,4/28/2016 0:00:00,4/28/2016 6:12:00,4/28/2016 0:00:00,4/28/2016 5:07:00,0,5,361,372,1,445,12,0,123.2686981,3.324099723,0,0.9704301075,0,0,0.3357206684
5577150313,4/29/2016,4/29/2016 0:00:00,4/29/2016 8:05:00,4/29/2016 0:00:30,4/29/2016 5:35:30,0,5,459,485,1,381,19,3,83.00653595,4.139433551,0.6535947712,0.9463917526,0,0,0.4044363587
5577150313,4/30/2016,4/30/2016 0:00:00,4/30/2016 7:13:00,4/30/2016 0:00:00,4/30/2016 6:05:00,0,6,412,433,1,380,21,3,92.23300971,5.097087379,0.7281553398,0.9515011547,0,0,0.3893472948
6117666160,4/16/2016,4/16/2016 0:00:00,4/16/2016 6:38:00,4/16/2016 0:46:00,4/16/2016 7:23:00,0,7,380,398,1,380,17,1,100,4.473684211,0.2631578947,0.9547738693,0.4166666667,-0.4166666667,0.3739169532
6117666160,4/17/2016,4/17/2016 0:00:00,4/17/2016 5:50:00,4/17/2016 3:22:00,4/17/2016 7:40:00,3,7,336,350,2,409,17,0,121.7261905,5.05952381,0,0.96,0.4166666667,2.583333333,0.332547619
6117666160,4/18/2016,4/18/2016 0:00:00,4/18/2016 8:30:00,4/18/2016 0:52:00,4/18/2016 7:35:00,0,7,493,510,2,426,10,4,86.40973631,2.028397566,0.8113590264,0.9666666667,0.4166666667,-0.4166666667,0.4104259635
6117666160,4/19/2016,4/19/2016 0:00:00,4/19/2016 8:12:00,4/19/2016 0:00:30,4/19/2016 8:05:30,0,8,465,492,1,504,28,2,108.3870968,6.021505376,0.4301075269,0.9451219512,0.4166666667,-0.4166666667,0.3520194073
6117666160,4/20/2016,4/20/2016 0:00:00,4/20/2016 8:22:00,4/20/2016 0:00:30,4/20/2016 7:33:30,0,7,474,502,1,441,26,0,93.03797468,5.485232068,0,0.9442231076,0.4166666667,-0.4166666667,0.3804579152
6117666160,4/21/2016,4/21/2016 0:00:00,4/21/2016 9:10:00,4/21/2016 0:00:00,4/21/2016 8:56:00,0,8,508,550,1,496,36,5,97.63779528,7.086614173,0.9842519685,0.9236363636,0.4166666667,-0.4166666667,0.3628432355
6117666160,4/22/2016,4/22/2016 0:00:00,4/22/2016 9:06:00,4/22/2016 0:26:00,4/22/2016 9:31:00,0,9,480,546,1,568,36,21,118.3333333,7.5,4.375,0.8791208791,0.4166666667,-0.4166666667,0.3083058608
6117666160,4/23/2016,4/23/2016 0:00:00,4/23/2016 8:59:00,4/23/2016 0:00:30,4/23/2016 7:39:30,0,7,492,539,1,422,24,14,85.77235772,4.87804878,2.845528455,0.9128014842,0.4166666667,-0.4166666667,0.3875182889
6117666160,4/24/2016,4/24/2016 0:00:00,4/24/2016 6:07:00,4/24/2016 2:04:00,4/24/2016 8:10:00,2,8,353,367,1,353,13,1,100,3.682719547,0.283286119,0.961852861,0.4166666667,1.583333333,0.3782448611
6117666160,4/27/2016,4/27/2016 0:00:00,4/27/2016 9:17:00,4/27/2016 0:00:30,4/27/2016 9:12:30,0,9,542,557,1,546,19,0,100.7380074,3.505535055,0,0.973070018,0.4166666667,-0.4166666667,0.382365996
6117666160,4/28/2016,4/28/2016 0:00:00,4/28/2016 6:56:00,4/28/2016 0:00:00,4/28/2016 6:43:00,0,6,393,416,1,501,33,7,127.480916,8.396946565,1.781170483,0.9447115385,0.4166666667,-0.4166666667,0.3189897729
6117666160,4/29/2016,4/29/2016 0:00:00,4/29/2016 10:36:00,4/29/2016 0:00:30,4/29/2016 8:18:30,0,8,600,636,1,486,12,1,81,2,0.1666666667,0.9433962264,0.4166666667,-0.4166666667,0.4047044025
6775888955,4/13/2016,4/13/2016 0:00:00,4/13/2016 4:20:00,4/13/2016 2:49:30,4/13/2016 7:08:30,2,7,235,260,1,235,19,13,100,8.085106383,5.531914894,0.9038461538,0.6666666667,1.333333333,0.3644353519
6775888955,4/14/2016,4/14/2016 0:00:00,4/14/2016 7:21:00,4/14/2016 0:00:00,4/14/2016 7:13:00,0,7,423,441,1,423,11,0,100,2.600472813,0,0.9591836735,0.6666666667,-0.6666666667,0.3755102041
6775888955,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:46:00,4/15/2016 0:11:00,4/15/2016 6:56:00,0,6,391,406,1,391,11,4,100,2.813299233,1.023017903,0.9630541872,0.6666666667,-0.6666666667,0.3819245839
6962181067,4/13/2016,4/13/2016 0:00:00,4/13/2016 11:19:00,4/13/2016 0:00:00,4/13/2016 8:05:00,0,8,630,679,3,660,47,11,104.7619048,7.46031746,1.746031746,0.9278350515,0.1111111111,-0.1111111111,0.3541613484
6962181067,4/14/2016,4/14/2016 0:00:00,4/14/2016 8:55:00,4/14/2016 0:00:30,4/14/2016 8:12:00,0,8,508,535,2,474,16,2,93.30708661,3.149606299,0.3937007874,0.9495327103,0.1111111111,-0.1111111111,0.3846802561
6962181067,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:26:00,4/15/2016 0:23:00,4/15/2016 6:48:00,0,6,370,386,1,370,14,2,100,3.783783784,0.5405405405,0.9585492228,0.1111111111,-0.1111111111,0.3772916958
6962181067,4/16/2016,4/16/2016 0:00:00,4/16/2016 6:06:00,4/16/2016 1:36:30,4/16/2016 7:41:30,1,7,357,366,1,357,5,4,100,1.400560224,1.120448179,0.9754098361,0.1111111111,0.8888888889,0.3897276944
6962181067,4/17/2016,4/17/2016 0:00:00,4/17/2016 7:26:00,4/17/2016 0:06:30,4/17/2016 7:31:30,0,7,427,446,1,474,16,3,111.0070258,3.7470726,0.7025761124,0.9573991031,0.1111111111,-0.1111111111,0.3552357148
6962181067,4/18/2016,4/18/2016 0:00:00,4/18/2016 7:38:00,4/18/2016 0:00:30,4/18/2016 6:50:30,0,6,442,458,1,433,21,4,97.9638009,4.751131222,0.9049773756,0.9650655022,0.1111111111,-0.1111111111,0.386731609
6962181067,4/19/2016,4/19/2016 0:00:00,4/19/2016 8:55:00,4/19/2016 0:00:30,4/19/2016 8:07:30,0,8,476,535,1,457,49,4,96.00840336,10.29411765,0.8403361345,0.8897196262,0.1111111111,-0.1111111111,0.3451763135
6962181067,4/20/2016,4/20/2016 0:00:00,4/20/2016 7:04:00,4/20/2016 0:00:00,4/20/2016 6:41:00,0,6,418,424,1,446,6,0,106.6985646,1.435406699,0,0.9858490566,0.1111111111,-0.1111111111,0.3781123048
6962181067,4/21/2016,4/21/2016 0:00:00,4/21/2016 7:37:00,4/21/2016 0:00:00,4/21/2016 6:46:00,0,6,451,457,1,433,5,0,96.00886918,1.10864745,0,0.9868708972,0.1111111111,-0.1111111111,0.4001047999
6962181067,4/22/2016,4/22/2016 0:00:00,4/22/2016 7:15:00,4/22/2016 0:00:00,4/22/2016 6:43:00,0,6,425,435,1,456,19,3,107.2941176,4.470588235,0.7058823529,0.9770114943,0.1111111111,-0.1111111111,0.3744421907
6962181067,4/23/2016,4/23/2016 0:00:00,4/23/2016 9:06:00,4/23/2016 0:00:30,4/23/2016 7:51:30,0,7,528,546,1,468,4,0,88.63636364,0.7575757576,0,0.967032967,0.1111111111,-0.1111111111,0.4029470529
6962181067,4/24/2016,4/24/2016 0:00:00,4/24/2016 8:34:00,4/24/2016 0:00:00,4/24/2016 8:33:00,0,8,511,514,1,515,5,1,100.7827789,0.9784735812,0.1956947162,0.9941634241,0.1111111111,-0.1111111111,0.3957152756
6962181067,4/25/2016,4/25/2016 0:00:00,4/25/2016 6:55:00,4/25/2016 0:00:00,4/25/2016 6:47:00,0,6,400,415,1,440,12,3,110,3,0.75,0.9638554217,0.1111111111,-0.1111111111,0.361313253
6962181067,4/26/2016,4/26/2016 0:00:00,4/26/2016 7:26:00,4/26/2016 0:00:30,4/26/2016 6:38:30,0,6,441,446,1,454,8,1,102.9478458,1.814058957,0.2267573696,0.9887892377,0.1111111111,-0.1111111111,0.3882848805
6962181067,4/27/2016,4/27/2016 0:00:00,4/27/2016 7:47:00,4/27/2016 0:00:00,4/27/2016 6:42:00,0,6,455,467,1,413,6,0,90.76923077,1.318681319,0,0.9743040685,0.1111111111,-0.1111111111,0.4030439796
6962181067,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:33:00,4/28/2016 0:00:30,4/28/2016 7:16:30,0,7,440,453,1,466,17,2,105.9090909,3.863636364,0.4545454545,0.9713024283,0.1111111111,-0.1111111111,0.372781457
6962181067,4/29/2016,4/29/2016 0:00:00,4/29/2016 7:27:00,4/29/2016 0:00:00,4/29/2016 6:38:00,0,6,433,447,1,392,7,0,90.53117783,1.616628176,0,0.9686800895,0.1111111111,-0.1111111111,0.400145698
6962181067,4/30/2016,4/30/2016 0:00:00,4/30/2016 7:04:00,4/30/2016 1:29:00,4/30/2016 8:32:00,1,8,422,424,1,422,2,0,100,0.4739336493,0,0.9952830189,0.1111111111,0.8888888889,0.3971698113
7007744171,4/16/2016,4/16/2016 0:00:00,4/16/2016 1:22:00,4/16/2016 14:06:30,4/16/2016 15:27:30,14,15,79,82,1,79,3,0,100,3.797468354,0,0.9634146341,14,0,0.3780487805
7086361926,4/13/2016,4/13/2016 0:00:00,4/13/2016 7:45:00,4/13/2016 0:00:00,4/13/2016 6:44:00,0,6,451,465,1,474,10,0,105.0997783,2.2172949,0,0.9698924731,0.07692307692,-0.07692307692,0.3717359273
7086361926,4/14/2016,4/14/2016 0:00:00,4/14/2016 7:56:00,4/14/2016 0:00:00,4/14/2016 6:36:00,0,6,472,476,1,396,1,0,83.89830508,0.2118644068,0,0.9915966387,0.07692307692,-0.07692307692,0.427161373
7086361926,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:26:00,4/15/2016 0:19:00,4/15/2016 6:44:00,0,6,377,386,1,377,8,1,100,2.122015915,0.2652519894,0.9766839378,0.07692307692,-0.07692307692,0.3870713707
7086361926,4/19/2016,4/19/2016 0:00:00,4/19/2016 8:03:00,4/19/2016 0:00:00,4/19/2016 6:44:00,0,6,472,483,1,499,10,0,105.720339,2.118644068,0,0.9772256729,0.07692307692,-0.07692307692,0.3748947258
7086361926,4/20/2016,4/20/2016 0:00:00,4/20/2016 8:22:00,4/20/2016 0:00:00,4/20/2016 6:37:00,0,6,492,502,1,394,4,0,80.08130081,0.8130081301,0,0.9800796813,0.07692307692,-0.07692307692,0.4278852071
7086361926,4/21/2016,4/21/2016 0:00:00,4/21/2016 6:51:00,4/21/2016 0:06:00,4/21/2016 6:56:00,0,6,390,411,1,416,21,14,106.6666667,5.384615385,3.58974359,0.9489051095,0.07692307692,-0.07692307692,0.3703687067
7086361926,4/22/2016,4/22/2016 0:00:00,4/22/2016 7:28:00,4/22/2016 0:00:00,4/22/2016 6:47:00,0,6,428,448,1,402,6,0,93.92523364,1.401869159,0,0.9553571429,0.07692307692,-0.07692307692,0.3853638184
7086361926,4/24/2016,4/24/2016 0:00:00,4/24/2016 11:44:00,4/24/2016 0:27:00,4/24/2016 12:10:00,0,12,681,704,1,726,23,0,106.6079295,3.377386197,0,0.9673295455,0.07692307692,-0.07692307692,0.3671818682
7086361926,4/25/2016,4/25/2016 0:00:00,4/25/2016 7:27:00,4/25/2016 0:00:00,4/25/2016 6:41:00,0,6,446,447,1,490,7,0,109.8654709,1.569506726,0,0.9977628635,0.07692307692,-0.07692307692,0.3789267764
7086361926,4/26/2016,4/26/2016 0:00:00,4/26/2016 8:20:00,4/26/2016 0:00:00,4/26/2016 6:44:00,0,6,485,500,1,465,14,0,95.87628866,2.886597938,0,0.97,0.07692307692,-0.07692307692,0.3902474227
7086361926,4/27/2016,4/27/2016 0:00:00,4/27/2016 7:59:00,4/27/2016 0:00:00,4/27/2016 6:44:00,0,6,469,479,1,400,5,0,85.28784648,1.066098081,0,0.9791231733,0.07692307692,-0.07692307692,0.416898211
7086361926,4/28/2016,4/28/2016 0:00:00,4/28/2016 6:07:00,4/28/2016 0:43:00,4/28/2016 6:49:00,0,6,354,367,1,354,9,4,100,2.542372881,1.129943503,0.9645776567,0.07692307692,-0.07692307692,0.383266368
7086361926,4/30/2016,4/30/2016 0:00:00,4/30/2016 8:09:00,4/30/2016 1:30:00,4/30/2016 9:38:00,1,9,485,489,1,485,2,2,100,0.412371134,0.412371134,0.9918200409,0.07692307692,0.9230769231,0.3967415091
8053475328,4/20/2016,4/20/2016 0:00:00,4/20/2016 8:13:00,4/20/2016 2:29:00,4/20/2016 10:41:00,2,10,486,493,1,486,4,3,100,0.8230452675,0.6172839506,0.985801217,2.5,-0.5,0.393949866
8053475328,4/23/2016,4/23/2016 0:00:00,4/23/2016 5:37:00,4/23/2016 3:36:00,4/23/2016 9:12:00,3,9,331,337,1,331,1,5,100,0.3021148036,1.510574018,0.9821958457,2.5,0.5,0.3953598035
8378563200,4/13/2016,4/13/2016 0:00:00,4/13/2016 8:07:00,4/13/2016 20:40:00,4/13/2016 23:59:00,20,23,447,487,2,437,20,4,97.76286353,4.474272931,0.8948545861,0.9178644764,1.111111111,18.88888889,0.3587723771
8378563200,4/14/2016,4/14/2016 0:00:00,4/14/2016 7:35:00,4/14/2016 0:00:00,4/14/2016 4:14:00,0,4,424,455,1,399,19,5,94.10377358,4.481132075,1.179245283,0.9318681319,1.111111111,-1.111111111,0.3756303131
8378563200,4/15/2016,4/15/2016 0:00:00,4/15/2016 8:53:00,4/15/2016 0:00:00,4/15/2016 6:04:00,0,6,513,533,1,418,17,3,81.48148148,3.313840156,0.5847953216,0.9624765478,1.111111111,-1.111111111,0.416862147
8378563200,4/16/2016,4/16/2016 0:00:00,4/16/2016 11:29:00,4/16/2016 0:00:00,4/16/2016 7:57:00,0,7,611,689,2,566,74,10,92.63502455,12.11129296,1.636661211,0.8867924528,1.111111111,-1.111111111,0.3533520674
8378563200,4/17/2016,4/17/2016 0:00:00,4/17/2016 9:51:00,4/17/2016 0:00:00,4/17/2016 7:07:00,0,7,525,591,2,655,85,8,124.7619048,16.19047619,1.523809524,0.8883248731,1.111111111,-1.111111111,0.2895663524
